machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_3714,62271,684090,7.92,99,41.18,12.51,0.304,24,32,39,49,64,77,91.18,3.6,45.79,35.35,7.24,0.55,0.0,18.1,79.6,2.3,1.64,23,0.0104,5.7,37,stable_mid
m_3715,62869,691190,8.0,99,43.13,11.45,0.265,27,35,42,51,63,75,91.51,3.28,43.78,36.12,7.59,0.72,0.0,10.3,87.9,1.8,1.5,1,0.025,5.6,36,stable_mid
m_3716,62082,687990,7.96,100,52.22,9.86,0.189,37,45,52,60,68,76,91.23,3.52,48.82,40.4,8.69,0.0,0.0,0.2,96.4,3.4,1.31,0,-0.0001,5.4,31,stable_high
m_3717,61216,691190,8.0,102,37.56,15.29,0.407,18,27,35,46,64,96,92.17,3.1,40.44,32.67,7.72,0.44,0.0,34.3,62.3,3.4,1.83,34,0.064,5.6,79,stable_mid
m_3718,61171,691190,8.0,102,38.27,14.19,0.371,20,28,36,46,62,91,92.18,3.27,43.0,38.86,10.15,0.63,0.0,29.3,67.6,3.1,1.72,50,0.0025,5.5,61,stable_mid
m_3719,59549,691190,8.0,104,33.27,12.47,0.375,17,24,31,41,56,70,90.43,4.16,41.5,30.16,3.5,0.89,0.0,43.6,55.3,1.1,1.81,4,0.0138,6.6,58,stable_mid
m_3720,62773,691190,8.0,99,49.71,14.2,0.286,29,39,49,59,76,86,89.09,4.9,60.91,40.27,5.15,0.37,0.0,5.4,85.7,8.9,1.55,63,0.0592,5.6,28,stable_mid
m_3721,59998,690310,7.99,104,41.84,13.71,0.328,24,32,40,49,66,87,91.43,3.52,48.72,37.76,7.18,0.6,0.0,18.2,77.9,4.0,1.65,11,0.0534,5.5,63,stable_mid
m_3722,58128,691180,8.0,107,32.48,12.86,0.396,15,23,31,40,56,70,91.41,3.41,37.86,28.05,6.38,0.67,0.0,45.7,53.3,1.0,1.81,14,0.0147,5.7,109,stable_mid
m_3723,62110,690120,7.99,100,41.06,13.62,0.332,21,31,40,50,65,75,89.01,5.42,69.29,61.03,12.5,0.19,0.0,21.9,75.7,2.4,1.62,2,-0.0226,5.8,55,stable_mid
m_3724,63320,691190,8.0,98,45.7,14.4,0.315,26,34,43,55,73,86,90.47,4.53,39.15,32.11,7.45,0.73,0.0,10.9,82.0,7.0,1.7,4,0.0804,5.7,36,stable_mid
m_3725,61661,691190,8.0,101,38.06,12.07,0.317,22,29,36,45,60,74,90.64,4.32,46.98,37.53,6.65,0.75,0.0,27.0,71.4,1.6,1.67,4,-0.0114,5.7,62,stable_mid
m_3726,60491,691180,8.0,103,46.96,13.27,0.282,29,37,45,55,75,81,89.67,4.69,45.02,38.1,10.87,0.76,0.0,6.1,87.1,6.8,1.67,40,0.0661,5.8,63,stable_mid
m_3727,61874,691190,8.0,101,53.06,9.77,0.184,36,46,54,60,68,74,90.9,3.76,51.78,50.09,9.26,0.94,0.0,0.7,96.3,3.0,1.26,9,0.0186,6.6,36,stable_high
m_3728,60958,687790,7.96,102,41.74,16.1,0.386,22,30,38,50,74,93,88.73,5.77,46.84,36.35,7.44,0.55,0.0,23.2,70.9,5.9,1.95,11,0.0643,5.9,54,stable_mid
m_3729,63220,691190,8.0,98,48.57,11.12,0.229,32,40,47,56,68,77,90.32,4.25,45.33,38.23,12.82,0.45,0.0,1.9,94.6,3.6,1.45,13,-0.0104,5.7,53,stable_mid
m_3730,61351,691190,8.0,101,39.08,12.87,0.329,22,29,37,47,63,76,91.32,3.83,42.32,32.73,8.02,0.49,0.0,25.3,72.6,2.1,1.7,18,0.0087,5.6,63,stable_mid
m_3731,61557,691190,8.0,101,39.05,15.52,0.397,19,27,36,48,72,82,89.53,4.46,40.19,27.35,6.27,0.48,0.0,31.6,62.6,5.8,2.0,535,0.0095,5.6,59,stable_mid
m_3732,63097,691190,8.0,99,42.93,12.44,0.29,26,34,41,51,66,78,91.33,3.47,50.18,40.69,7.34,0.62,0.0,12.2,84.8,2.9,1.61,89,0.0251,6.7,36,stable_mid
m_3733,61668,685820,7.94,100,47.03,11.18,0.238,30,39,46,55,67,75,88.29,6.27,45.75,36.64,9.55,0.43,0.0,3.7,93.4,3.0,1.46,3,-0.0129,5.6,45,stable_mid
m_3734,62351,691190,8.0,100,31.44,13.13,0.418,14,22,29,39,55,73,89.94,4.36,41.96,32.21,5.07,0.57,0.0,50.3,48.4,1.3,1.9,14,-0.0109,8.5,41,stable_mid
m_3735,62077,691190,8.0,100,44.33,15.47,0.349,20,33,44,54,71,84,87.7,7.93,36.2,25.43,7.22,0.84,0.0,18.2,75.8,6.0,1.61,44,0.1675,6.6,49,stable_mid
m_3736,60502,691190,8.0,103,41.92,13.48,0.321,24,32,40,49,65,89,91.37,3.5,49.6,41.35,8.8,0.51,0.0,16.8,79.5,3.8,1.62,61,0.032,5.6,61,stable_mid
m_3737,61282,691190,8.0,101,45.58,11.19,0.245,29,37,44,53,65,75,91.69,3.52,46.87,39.57,8.6,0.68,0.0,5.6,92.3,2.2,1.48,0,0.0179,5.7,63,stable_mid
m_3738,60195,691190,8.0,103,43.06,13.91,0.323,25,33,41,52,68,87,89.91,4.88,51.35,40.18,8.66,0.57,0.0,15.6,80.0,4.3,1.66,11,0.0104,5.5,72,stable_mid
m_3739,62528,691190,8.0,99,38.63,12.66,0.328,22,29,36,46,62,77,90.43,4.08,47.21,35.99,6.74,0.55,0.0,26.4,71.5,2.1,1.72,97,0.0156,5.8,54,stable_mid
m_3740,61581,691190,8.0,101,30.22,12.93,0.428,11,21,29,38,53,68,88.77,6.1,42.51,32.12,4.81,0.94,0.0,52.4,46.7,0.9,1.83,13,0.0032,5.8,63,stable_mid
m_3741,58490,669310,7.75,103,8.57,18.99,2.215,0,0,0,0,49,90,17.9,32.73,0.27,0.2,0.7,0.0,80.0,4.3,13.8,1.9,49.0,0,0.2439,5.7,63,bursty
m_3742,62010,688000,7.96,100,33.76,13.44,0.398,16,23,31,42,58,73,90.11,3.96,41.0,30.96,3.27,0.72,0.0,44.3,54.2,1.5,1.87,3,0.0026,5.5,54,stable_mid
m_3743,59683,691190,8.0,104,34.05,13.93,0.409,16,24,32,42,60,76,88.29,5.29,42.98,30.71,7.94,0.59,0.0,43.4,54.7,2.0,1.88,35,0.0031,5.6,80,stable_mid
m_3744,62244,691190,8.0,100,34.7,14.41,0.415,17,25,32,42,60,91,89.87,4.13,40.83,30.4,5.63,0.46,0.0,40.8,56.4,2.8,1.88,20,0.0507,5.4,46,stable_mid
m_3745,60750,684610,7.92,101,34.57,16.27,0.471,14,23,31,43,64,92,86.97,5.95,41.66,29.7,6.91,0.61,0.0,44.7,51.5,3.8,2.06,46,0.0224,5.5,54,stable_mid
m_3746,62089,688930,7.97,100,41.12,12.11,0.295,25,32,39,49,63,76,91.69,3.11,51.67,39.26,7.95,0.63,0.0,16.9,81.1,2.0,1.62,6,0.011,8.0,28,stable_mid
m_3747,61784,689990,7.99,101,43.83,12.07,0.275,27,35,42,52,66,77,90.41,4.38,49.9,44.24,8.04,0.66,0.0,10.0,87.3,2.7,1.57,23,0.0267,6.8,65,stable_mid
m_3748,60368,691190,8.0,103,39.36,13.73,0.349,21,29,37,47,64,83,91.13,3.74,46.63,37.78,5.54,0.48,0.0,25.5,71.0,3.5,1.73,14,-0.0046,5.6,71,stable_mid
m_3749,60114,685310,7.93,103,50.33,10.01,0.199,35,43,50,57,67,75,90.83,4.24,47.32,39.93,13.73,0.6,0.0,0.7,96.4,3.0,1.34,0,0.0221,5.7,72,stable_high
m_3750,61670,691190,8.0,101,45.57,11.37,0.25,29,37,44,53,65,75,90.34,4.63,48.1,41.51,3.88,0.41,0.0,6.2,91.5,2.4,1.48,17,0.0121,5.4,53,stable_mid
m_3751,61450,689420,7.98,101,36.57,12.56,0.344,20,27,34,44,60,73,90.91,3.79,32.08,22.22,6.08,0.52,0.0,33.6,65.1,1.4,1.76,10,0.0156,5.9,63,stable_mid
m_3752,60899,691190,8.0,102,36.78,13.01,0.354,20,27,35,45,61,74,91.68,3.11,37.77,27.47,7.94,0.62,0.0,34.1,64.3,1.6,1.74,12,0.0074,5.6,65,stable_mid
m_3753,61479,688490,7.97,101,34.09,12.15,0.356,18,25,32,41,56,72,90.42,3.82,41.27,31.66,10.24,0.53,0.0,40.4,58.4,1.2,1.75,7,0.0073,7.2,45,stable_mid
m_3754,60069,690120,7.99,103,31.59,14.63,0.463,14,21,29,39,55,93,89.98,4.49,38.61,26.7,5.45,0.41,0.1,50.6,47.0,2.4,1.9,10,0.0319,5.6,81,stable_mid
m_3755,63155,691190,8.0,98,37.32,14.3,0.383,20,27,34,45,62,91,91.73,3.26,47.15,37.96,5.65,0.49,0.0,33.7,63.1,3.2,1.82,42,0.0412,5.8,36,stable_mid
m_3756,60666,691190,8.0,103,25.92,12.48,0.481,10,17,24,33,49,65,91.19,3.35,38.06,27.21,4.91,0.4,0.0,67.3,31.9,0.8,2.04,3,0.0068,5.7,64,stable_mid
m_3757,62725,687780,7.96,98,39.77,13.03,0.328,23,30,38,47,64,81,90.15,5.0,44.67,35.64,6.84,0.56,0.0,23.3,73.8,2.9,1.68,103,0.02,7.0,33,stable_mid
m_3758,62158,691190,8.0,100,43.8,14.7,0.336,23,32,42,54,70,78,89.47,4.48,68.88,61.06,12.67,0.16,0.0,17.5,76.8,5.7,1.67,90,-0.023,6.3,38,stable_mid
m_3759,61304,691190,8.0,101,42.08,13.95,0.332,24,32,40,50,67,88,91.88,3.06,42.24,32.91,7.18,0.74,0.0,17.9,78.0,4.1,1.68,105,0.0785,5.7,43,stable_mid
m_3760,61286,691190,8.0,101,56.72,9.06,0.16,41,50,57,64,70,75,89.69,4.83,51.07,44.39,45.3,0.62,0.0,0.0,93.1,6.8,1.23,0,-0.0012,5.6,48,stable_high
m_3761,62611,686990,7.95,99,32.21,11.8,0.366,16,24,30,39,53,69,91.61,3.2,34.37,25.63,5.73,0.41,0.0,46.9,52.2,0.9,1.77,11,0.0016,5.5,38,stable_mid
m_3762,60547,691190,8.0,103,5.2,0.97,0.187,4,4,5,6,7,8,89.13,0.51,23.31,19.04,6.56,0.05,25.7,74.3,0.0,0.0,1.4,0,0.0051,5.7,60,stable_low
m_3763,61574,684800,7.93,100,37.09,12.18,0.328,21,28,35,44,59,74,91.38,3.45,37.42,28.02,6.79,0.67,0.0,29.8,68.6,1.6,1.69,55,0.0059,5.6,45,stable_mid
m_3764,60622,691190,8.0,103,34.91,13.79,0.395,16,25,33,43,60,75,90.7,3.6,46.25,33.77,6.63,0.47,0.0,39.3,59.0,1.7,1.82,48,-0.0009,5.7,62,stable_mid
m_3765,62452,691190,8.0,100,36.9,12.69,0.344,20,27,35,44,60,76,89.75,4.86,44.57,31.86,7.27,0.42,0.0,32.3,65.8,1.9,1.71,23,0.0234,5.7,45,stable_mid
m_3766,61019,691190,8.0,102,35.63,12.5,0.351,19,26,34,43,59,73,90.88,4.42,33.81,24.73,6.48,0.53,0.0,36.2,62.5,1.3,1.74,1,0.0176,7.8,68,stable_mid
m_3767,60782,689110,7.98,102,33.51,13.75,0.41,15,23,31,42,59,77,89.27,4.71,35.02,24.3,5.26,0.88,0.0,45.0,53.1,1.9,1.9,108,-0.0028,5.7,53,stable_mid
m_3768,60303,690680,7.99,103,41.85,14.08,0.336,25,32,39,48,69,89,91.75,3.2,50.34,40.69,7.43,0.51,0.0,15.8,79.4,4.9,1.77,6,0.0676,5.6,36,stable_mid
m_3769,63082,691190,8.0,99,39.65,12.49,0.315,23,30,38,47,62,77,91.39,3.08,46.51,35.33,7.41,0.56,0.0,22.9,75.1,2.0,1.63,24,0.0199,5.6,28,stable_mid
m_3770,62821,691190,8.0,99,38.38,12.55,0.327,21,29,37,47,61,73,91.37,3.53,42.97,31.87,6.1,0.37,0.0,27.2,71.3,1.5,1.65,17,0.0162,5.7,45,stable_mid
m_3771,63240,690520,7.99,98,41.57,11.61,0.279,26,33,40,49,63,73,91.19,3.63,56.29,45.14,6.32,0.6,0.0,13.9,84.5,1.6,1.58,1,-0.0027,5.6,36,stable_mid
m_3772,58861,680090,7.87,104,47.77,12.65,0.265,30,38,46,56,70,85,91.34,3.84,48.88,39.96,10.99,0.81,0.0,4.0,90.4,5.5,1.52,33,0.0369,5.6,55,stable_mid
m_3773,62479,691190,8.0,100,39.84,13.23,0.332,22,30,38,48,64,78,87.94,6.79,41.73,31.12,7.13,0.55,0.0,24.0,73.8,2.3,1.68,53,0.0106,5.5,51,stable_mid
m_3774,61337,688640,7.97,101,43.21,13.05,0.302,25,33,41,52,67,77,91.2,3.78,43.44,35.34,9.17,0.83,0.0,14.2,82.1,3.7,1.63,64,0.0033,5.7,57,stable_mid
m_3775,61592,688790,7.97,101,36.2,15.93,0.44,15,25,34,45,64,94,87.66,10.02,38.03,29.92,4.32,0.53,0.0,37.2,59.5,3.3,1.88,22,-0.0345,5.4,54,stable_mid
m_3776,62728,691190,8.0,99,33.91,12.66,0.373,17,25,32,41,57,71,89.43,4.52,42.12,31.72,5.91,0.5,0.0,41.7,57.2,1.1,1.78,18,0.0227,5.6,54,stable_mid
m_3777,63582,691190,8.0,98,37.58,13.02,0.346,20,28,35,45,62,76,88.77,5.04,43.77,34.64,8.06,0.56,0.0,30.2,67.5,2.3,1.77,57,0.0141,5.6,36,stable_mid
m_3778,58545,680990,7.88,105,40.49,13.0,0.321,23,30,39,49,64,78,90.38,4.23,38.54,28.75,8.88,0.57,0.0,22.2,75.2,2.6,1.64,29,0.0207,5.8,57,stable_mid
m_3779,61217,687060,7.95,101,33.9,11.8,0.348,18,25,32,41,55,69,88.96,5.21,35.87,25.65,5.27,0.67,0.0,40.3,58.8,1.0,1.72,6,0.0229,5.6,50,stable_mid
m_3780,59987,678100,7.85,102,35.21,12.61,0.358,18,26,34,43,58,72,92.06,3.12,37.99,28.6,6.9,0.65,0.0,36.5,62.3,1.2,1.71,12,-0.0054,5.6,69,stable_mid
m_3781,61292,691190,8.0,101,45.37,15.53,0.342,25,34,43,54,76,88,89.21,5.03,51.7,40.64,7.72,0.6,0.0,14.1,78.1,7.8,1.77,114,0.0366,5.7,63,stable_mid
m_3782,60243,691190,8.0,103,29.05,12.51,0.431,13,20,27,36,52,71,90.46,4.03,34.57,23.78,4.65,0.48,0.0,59.5,39.4,1.1,1.93,36,-0.005,8.0,72,stable_mid
m_3783,62384,686990,7.95,99,35.11,12.22,0.348,19,26,33,42,58,72,90.48,4.12,42.35,30.97,5.66,0.47,0.0,37.0,61.9,1.2,1.76,3,0.0101,5.6,55,stable_mid
m_3784,62862,691190,8.0,99,45.55,11.6,0.255,29,37,45,53,66,76,91.74,2.88,46.29,36.46,8.7,0.43,0.0,6.6,90.7,2.8,1.47,8,-0.0048,5.6,45,stable_mid
m_3785,62250,690670,7.99,100,35.97,11.21,0.312,21,28,34,43,56,69,92.55,2.72,38.7,31.91,6.88,0.81,0.0,32.4,66.6,1.0,1.65,1,-0.011,5.7,58,stable_mid
m_3786,62777,690520,7.99,99,44.44,15.83,0.356,24,33,42,53,74,93,85.52,14.47,27.57,23.84,8.44,0.34,0.0,15.3,77.4,7.3,1.76,41,0.0035,5.8,36,stable_mid
m_3787,62074,691190,8.0,100,41.99,13.5,0.322,24,32,40,51,67,80,91.99,3.3,38.22,29.73,8.27,0.47,0.0,18.3,77.9,3.8,1.68,71,0.0647,5.6,66,stable_mid
m_3788,60904,691070,8.0,102,8.64,2.28,0.263,5,7,9,10,12,13,94.88,1.02,26.1,22.63,1.74,0.0,0.3,99.7,0.0,0.0,1.33,0,0.0024,5.6,63,stable_low
m_3789,60745,682510,7.9,101,44.15,12.04,0.273,26,35,43,52,65,75,90.95,3.83,46.22,38.48,8.88,0.41,0.0,11.1,86.6,2.3,1.51,55,0.0092,5.6,53,stable_mid
m_3790,59453,688930,7.97,104,43.55,14.37,0.33,25,33,41,51,73,86,91.67,3.45,41.31,35.25,9.04,0.62,0.0,14.6,79.7,5.6,1.78,50,0.0565,5.7,72,stable_mid
m_3791,61910,691190,8.0,100,27.86,12.57,0.451,12,18,26,35,51,68,90.11,4.7,38.91,28.45,4.98,0.53,0.0,61.9,37.1,0.9,1.96,29,0.0351,5.6,54,stable_mid
m_3792,59754,685320,7.93,103,44.89,15.64,0.348,25,33,42,53,79,86,88.6,6.63,45.25,37.64,6.99,0.68,0.0,14.2,76.9,8.9,1.88,276,0.0457,5.4,53,stable_mid
m_3793,62997,691190,8.0,99,38.39,12.32,0.321,21,29,37,46,60,76,90.96,3.64,38.74,29.26,6.09,0.59,0.0,25.6,72.5,1.9,1.62,90,-0.0043,5.5,36,stable_mid
m_3794,61326,691170,8.0,101,33.25,15.21,0.458,14,22,31,41,59,90,89.97,4.19,40.18,28.12,6.08,0.65,0.0,46.2,51.0,2.9,1.9,17,0.0252,5.6,60,stable_mid
m_3795,62052,691180,8.0,100,34.44,13.0,0.378,17,25,33,42,58,73,90.08,4.41,40.94,29.22,5.14,0.48,0.0,40.2,58.5,1.4,1.76,17,-0.0069,5.8,45,stable_mid
m_3796,61851,691190,8.0,101,40.0,12.13,0.303,23,31,38,48,62,76,91.71,3.48,46.05,39.9,5.8,0.72,0.0,21.0,77.0,1.9,1.63,61,0.0034,8.3,35,stable_mid
m_3797,61965,691180,8.0,100,43.35,10.68,0.246,28,36,42,50,62,74,91.22,3.5,43.99,40.51,7.67,0.9,0.0,7.7,90.5,1.8,1.48,33,0.023,5.5,48,stable_mid
m_3798,63464,691190,8.0,98,40.08,13.13,0.328,23,30,38,48,65,80,91.19,3.63,51.79,40.65,6.89,0.54,0.0,22.4,74.1,3.4,1.71,153,-0.0022,5.6,37,stable_mid
m_3799,60981,686090,7.94,101,42.72,11.09,0.26,27,34,41,50,63,74,90.79,5.23,41.6,34.7,8.92,0.72,0.0,10.0,88.2,1.8,1.54,0,0.0236,6.1,58,stable_mid
m_3800,62042,691190,8.0,100,41.1,13.21,0.321,24,31,39,48,66,84,91.55,3.49,46.44,36.37,7.98,0.52,0.0,19.0,77.3,3.8,1.69,7,0.046,5.6,46,stable_mid
m_3801,61717,678590,7.85,99,41.04,14.42,0.351,23,30,38,49,67,90,91.02,3.9,49.84,39.77,6.93,0.47,0.0,22.4,73.4,4.2,1.76,66,0.0514,5.7,45,stable_mid
m_3802,61973,691190,8.0,100,41.89,12.57,0.3,25,32,40,50,65,78,86.83,6.66,46.17,37.85,8.17,0.53,0.0,15.8,81.4,2.8,1.62,68,0.0222,5.7,63,stable_mid
m_3803,60366,691190,8.0,103,39.57,12.76,0.322,23,30,37,47,64,77,91.02,4.23,42.69,33.05,7.43,0.6,0.0,23.7,74.1,2.2,1.73,10,0.0198,6.2,48,stable_mid
m_3804,62919,689400,7.98,99,32.91,13.67,0.416,15,23,30,41,58,76,88.27,5.86,41.16,29.77,5.0,0.59,0.0,47.1,51.3,1.6,1.93,30,-0.0101,6.5,20,stable_mid
m_3805,61647,691190,8.0,101,45.64,15.18,0.333,26,34,43,55,76,87,87.52,6.3,42.72,34.71,10.29,0.63,0.0,11.7,80.7,7.7,1.77,39,0.0641,5.6,65,stable_mid
m_3806,61395,691190,8.0,101,33.12,12.92,0.39,16,24,31,40,57,74,91.76,3.18,36.77,28.43,4.94,0.18,0.0,45.7,52.6,1.6,1.84,127,0.0431,5.4,52,stable_mid
m_3807,61548,691190,8.0,101,40.78,13.13,0.322,23,31,39,49,65,78,90.19,4.16,48.24,37.86,8.19,0.73,0.0,21.6,75.6,2.8,1.67,26,-0.0078,5.4,72,stable_mid
m_3808,60457,689990,7.99,103,32.35,14.53,0.449,15,22,30,39,57,93,90.76,3.6,42.74,30.78,5.43,0.58,0.0,49.2,48.2,2.6,1.9,15,0.0356,6.2,64,stable_mid
m_3809,62020,689410,7.98,100,37.69,12.33,0.327,21,28,36,45,60,75,91.59,4.12,44.94,34.95,7.16,0.84,0.0,28.8,69.3,1.9,1.67,109,0.0114,5.6,57,stable_mid
m_3810,60015,689410,7.98,103,43.9,16.01,0.365,24,32,41,53,77,89,90.31,4.18,46.24,37.86,7.37,0.54,0.0,17.7,74.4,7.9,1.88,138,0.0677,5.6,79,stable_mid
m_3811,61352,684800,7.93,100,37.7,12.68,0.336,21,28,35,45,61,76,90.68,4.14,40.25,30.43,6.54,0.31,0.0,30.1,68.1,1.8,1.74,23,-0.0224,8.9,44,stable_mid
m_3812,61358,691190,8.0,101,47.44,18.39,0.388,24,33,43,58,83,87,91.78,3.03,51.11,41.91,6.12,0.48,0.0,15.7,67.1,17.2,1.93,87,-0.0733,7.6,53,stable_mid
m_3813,59939,691190,8.0,104,35.25,12.89,0.366,17,26,34,43,58,73,90.83,3.96,37.89,26.1,5.63,0.57,0.0,36.3,62.3,1.4,1.71,18,-0.0222,6.3,72,stable_mid
m_3814,61469,685820,7.94,100,42.66,12.2,0.286,26,33,41,50,65,78,88.78,5.46,40.18,29.49,7.44,0.6,0.0,13.1,84.3,2.6,1.59,47,0.0268,5.4,24,stable_mid
m_3815,60249,690420,7.99,103,36.97,12.17,0.329,20,28,35,44,59,73,91.56,3.35,49.84,39.12,7.96,0.54,0.0,30.3,68.3,1.4,1.69,7,-0.0278,5.4,73,stable_mid
m_3816,61019,691190,8.0,102,46.86,14.44,0.308,28,36,44,55,75,89,91.93,3.22,42.23,34.06,11.07,0.63,0.0,7.4,85.1,7.5,1.7,35,0.0551,6.2,78,stable_mid
m_3817,61984,691190,8.0,100,53.28,8.74,0.164,39,47,53,59,67,73,89.62,4.49,49.32,43.98,11.89,0.92,0.0,0.1,97.0,2.9,1.26,0,-0.0025,5.5,62,stable_high
m_3818,60278,682500,7.9,102,39.88,12.63,0.317,22,30,38,48,63,76,89.9,4.93,50.49,38.81,6.54,0.37,0.0,22.3,75.8,1.9,1.66,30,0.0201,5.7,54,stable_mid
m_3819,59009,691190,8.0,105,31.25,13.16,0.421,13,22,29,39,55,71,89.97,4.35,36.76,24.81,4.96,0.46,0.0,50.4,48.4,1.2,1.9,13,-0.0048,5.6,85,stable_mid
m_3820,61574,691070,8.0,101,41.7,12.16,0.292,25,32,40,49,64,78,91.79,3.3,45.79,34.62,7.8,0.76,0.0,15.6,81.8,2.6,1.6,4,0.022,5.4,55,stable_mid
m_3821,60117,691190,8.0,103,44.4,11.39,0.257,28,36,43,52,65,77,91.0,3.54,48.66,42.39,6.96,0.78,0.0,7.4,89.8,2.8,1.51,20,0.0137,5.6,83,stable_mid
m_3822,62636,684410,7.92,98,35.9,13.32,0.371,19,26,34,44,61,77,91.43,3.57,38.29,28.36,5.68,0.36,0.0,37.2,60.9,1.9,1.79,37,0.0083,6.2,37,stable_mid
m_3823,60482,686710,7.95,102,37.38,12.95,0.346,21,28,35,45,61,79,90.15,4.57,48.42,36.58,6.81,0.55,0.0,30.7,67.1,2.2,1.74,91,0.0342,5.7,63,stable_mid
m_3824,61135,690010,7.99,102,34.83,12.94,0.371,18,25,32,42,59,76,91.56,3.62,45.39,33.11,6.83,0.45,0.0,40.3,58.1,1.6,1.84,5,-0.0224,9.5,53,stable_mid
m_3825,62313,691190,8.0,100,39.25,12.61,0.321,22,30,38,47,62,75,91.37,3.41,47.96,38.37,6.9,0.72,0.0,23.9,74.3,1.8,1.63,13,-0.0084,5.6,63,stable_mid
m_3826,60229,691190,8.0,103,39.93,12.71,0.318,23,30,38,48,62,81,91.38,4.03,43.21,32.91,7.25,0.58,0.0,22.3,75.4,2.3,1.63,4,0.0157,5.7,70,stable_mid
m_3827,60759,683100,7.91,101,39.14,13.89,0.355,22,29,37,46,64,90,91.4,3.29,40.21,31.06,8.01,0.69,0.0,25.7,70.8,3.5,1.73,18,0.0708,5.6,45,stable_mid
m_3828,61918,685210,7.93,100,34.11,13.37,0.392,16,24,32,42,59,74,82.84,13.01,41.96,32.01,6.08,0.77,0.0,42.3,56.2,1.4,1.84,16,0.013,5.7,44,stable_mid
m_3829,61256,691170,8.0,102,37.09,14.3,0.386,19,27,34,44,62,91,90.11,4.6,42.16,28.84,5.53,0.55,0.0,32.4,64.2,3.4,1.82,6,0.034,5.6,81,stable_mid
m_3830,59522,682620,7.9,103,35.42,11.97,0.338,19,26,34,43,57,72,91.26,3.87,42.2,30.41,5.03,0.26,0.0,35.6,63.2,1.2,1.68,12,-0.0113,5.4,72,stable_mid
m_3831,62470,691190,8.0,100,34.91,13.49,0.386,18,25,32,42,61,78,91.01,4.03,40.47,30.77,6.6,0.36,0.0,40.6,57.4,2.1,1.91,119,-0.0059,5.7,54,stable_mid
m_3832,60096,686100,7.94,103,37.42,12.89,0.344,20,28,36,46,61,75,89.66,4.96,40.69,29.7,11.72,0.53,0.0,31.0,67.4,1.6,1.69,24,-0.0007,9.1,54,stable_mid
m_3833,62309,688540,7.97,99,38.8,12.57,0.324,22,29,37,46,62,76,91.39,3.19,43.44,32.01,6.55,0.41,0.0,25.8,72.5,1.8,1.68,1,-0.0036,5.6,28,stable_mid
m_3834,61418,691190,8.0,101,32.88,12.71,0.386,16,23,31,40,56,72,90.11,4.55,40.66,29.44,5.74,0.55,0.0,45.6,53.1,1.3,1.81,13,0.0181,5.9,52,stable_mid
m_3835,59015,678600,7.85,103,46.23,11.14,0.241,31,38,45,54,66,76,91.3,3.1,43.79,36.74,6.08,0.77,0.0,3.6,93.3,3.0,1.47,33,0.0143,5.6,63,stable_mid
m_3836,59443,691070,8.0,105,38.1,11.57,0.304,23,29,36,45,59,72,91.44,2.93,44.63,35.49,10.31,0.57,0.0,25.4,73.4,1.2,1.64,7,0.0029,5.7,63,stable_mid
m_3837,58988,691190,8.0,105,43.8,11.47,0.262,27,35,43,52,63,74,91.22,3.68,50.42,40.26,7.08,0.68,0.0,9.7,88.6,1.8,1.47,3,0.0044,6.7,54,stable_mid
m_3838,60953,691190,8.0,102,41.2,12.72,0.309,24,32,39,49,64,77,91.72,3.4,44.66,36.24,9.65,0.72,0.0,18.8,78.8,2.4,1.64,6,0.0231,5.8,55,stable_mid
m_3839,63503,691190,8.0,98,34.55,13.92,0.403,15,24,33,44,59,74,89.22,5.18,43.78,32.82,6.16,0.45,0.0,40.7,57.7,1.7,1.79,26,0.005,5.7,36,stable_mid
m_3840,62384,691190,8.0,100,33.52,12.79,0.382,16,24,32,41,57,72,90.31,3.93,41.39,29.86,5.28,0.49,0.0,42.9,55.9,1.2,1.78,16,0.0113,6.3,38,stable_mid
m_3841,60161,686170,7.94,103,31.67,13.41,0.423,14,21,30,40,56,70,88.55,5.98,41.96,30.39,4.44,0.5,0.0,49.3,49.6,1.1,1.87,11,-0.0218,6.6,63,stable_mid
m_3842,61243,691190,8.0,102,42.72,12.44,0.291,25,34,41,50,65,79,91.29,3.8,45.1,34.88,7.26,0.72,0.0,13.1,83.8,3.1,1.59,52,0.001,5.6,78,stable_mid
m_3843,61655,682620,7.9,100,44.52,11.7,0.263,28,36,43,52,65,76,91.38,3.74,40.92,33.26,7.81,0.81,0.0,8.3,89.0,2.7,1.51,7,0.0068,5.6,54,stable_mid
m_3844,61503,691190,8.0,101,36.7,14.06,0.383,19,26,34,45,62,83,91.06,3.93,43.46,34.37,6.41,0.47,0.0,35.6,61.7,2.6,1.82,266,0.0231,5.7,69,stable_mid
m_3845,61117,682700,7.9,101,31.08,13.06,0.42,14,21,29,39,55,73,90.28,3.85,44.29,32.08,6.19,0.39,0.0,52.0,46.7,1.3,1.9,102,0.0012,5.6,45,stable_mid
